,id,trd_latest,over_trd_latest_mean
25162,UD420DC,60,1
25163,UD42138,56,1
25164,UD42192,59,1
25165,UD4226F,60,1
25166,UD424F9,44,0
25167,UD426B4,60,1
25168,UD426D3,26,0
25169,UD426FE,58,1
25170,UD42836,59,1
25171,UD42A1A,53,1
25172,UD42AEC,59,1
25173,UD42E68,60,1
25174,UD42F61,59,1
25175,UD42FD1,60,1
25176,UD431CB,60,1
25177,UD43578,59,1
25178,UD436CC,50,0
25179,UD43713,58,1
25180,UD43A60,4,0
25181,UD43B7D,57,1
25182,UD43B90,52,1
25183,UD43D24,54,1
25184,UD43F57,58,1
25185,UD44112,50,0
25186,UD443BB,51,0
25187,UD44488,51,0
25188,UD4461D,55,1
25189,UD44727,60,1
25190,UD44753,51,0
25191,UD4481B,46,0
25192,UD448D1,43,0
25193,UD448FC,57,1
25194,UD44C4F,48,0
25195,UD44FF0,51,0
25196,UD45413,60,1
25197,UD454E7,60,1
25198,UD45660,51,0
25199,UD45745,58,1
25200,UD457C8,57,1
25201,UD45905,56,1
25202,UD45B59,57,1
25203,UD45DC0,60,1
25204,UD45E62,53,1
25205,UD45E68,56,1
25206,UD45FAD,60,1
25207,UD45FE3,60,1
25208,UD46049,58,1
25209,UD46124,60,1
25210,UD46142,60,1
25211,UD46311,59,1
25212,UD466B6,12,0
25213,UD46937,55,1
25214,UD46AC8,41,0
25215,UD46B31,17,0
25216,UD46BE2,51,0
25217,UD46BE5,58,1
25218,UD46D68,59,1
25219,UD4712C,18,0
25220,UD4735C,52,1
25221,UD47543,60,1
25222,UD4758E,53,1
25223,UD476C3,60,1
25224,UD47720,59,1
25225,UD47729,60,1
25226,UD4773E,43,0
25227,UD479E7,14,0
25228,UD47A90,52,1
25229,UD47AD6,51,0
25230,UD47CFF,0,0
25231,UD47D08,55,1
25232,UD47DB9,51,0
25233,UD48391,51,0
25234,UD485AE,59,1
25235,UD485C9,41,0
25236,UD48B7D,59,1
25237,UD48BAC,60,1
25238,UD48D79,60,1
25239,UD48EA4,60,1
25240,UD48F16,28,0
25241,UD4900E,53,1
25242,UD491DA,54,1
25243,UD491F8,17,0
25244,UD492F6,58,1
25245,UD49315,23,0
25246,UD49463,51,0
25247,UD49565,56,1
25248,UD49842,48,0
25249,UD49853,60,1
25250,UD49979,51,0
25251,UD499D1,51,0
25252,UD49A31,57,1
25253,UD49B54,59,1
25254,UD4A198,51,0
25255,UD4A2F3,51,0
25256,UD4A489,39,0
25257,UD4A567,60,1
25258,UD4A722,60,1
25259,UD4A8BF,51,0
25260,UD4A94B,58,1
25261,UD4AB27,55,1
25262,UD4AB6E,60,1
25263,UD4ABD2,41,0
25264,UD4AC6C,56,1
25265,UD4ACE3,52,1
25266,UD4B112,57,1
25267,UD4B14E,60,1
25268,UD4B155,51,0
25269,UD4B1B7,16,0
25270,UD4B363,30,0
25271,UD4B390,60,1
25272,UD4B3B5,60,1
25273,UD4BC46,57,1
25274,UD4BD46,51,0
25275,UD4BD8F,51,0
25276,UD4BE59,56,1
25277,UD4BF49,60,1
25278,UD4C030,59,1
25279,UD4C065,58,1
25280,UD4C15D,60,1
25281,UD4C47E,56,1
25282,UD4C7A1,52,1
25283,UD4C94D,59,1
25284,UD4CB56,37,0
25285,UD4CDFB,51,0
25286,UD4CE74,59,1
25287,UD4CF8E,56,1
25288,UD4D07E,58,1
25289,UD4D78C,51,0
25290,UD4D7A1,48,0
25291,UD4D7D2,52,1
25292,UD4D853,51,0
25293,UD4D9DC,49,0
25294,UD4DA19,53,1
25295,UD4DA67,60,1
25296,UD4DBE5,50,0
25297,UD4DC53,18,0
25298,UD4DDA4,59,1
25299,UD4DF87,51,0
25300,UD4DFD3,60,1
25301,UD4DFD4,51,0
25302,UD4E403,60,1
25303,UD4E5E8,31,0
25304,UD4E886,59,1
25305,UD4E9F7,59,1
25306,UD4EE46,59,1
25307,UD4F256,57,1
25308,UD4F38F,56,1
25309,UD4F495,59,1
25310,UD4F833,51,0
25311,UD4FA13,58,1
25312,UD4FDBB,51,0
25313,UD4FEB6,54,1
25314,UD50476,51,0
25315,UD5059F,4,0
25316,UD507FD,53,1
25317,UD509E4,56,1
25318,UD50D1F,60,1
25319,UD50D2B,58,1
25320,UD50E0F,38,0
25321,UD50E3A,45,0
25322,UD50EB5,51,0
25323,UD51175,60,1
25324,UD512B2,50,0
25325,UD514E4,60,1
25326,UD51764,60,1
25327,UD51B15,51,0
25328,UD51C31,50,0
25329,UD51E69,52,1
25330,UD51F72,60,1
25331,UD52093,59,1
25332,UD52253,45,0
25333,UD524E7,57,1
25334,UD52735,59,1
25335,UD52B35,60,1
25336,UD52B38,60,1
25337,UD52B80,38,0
25338,UD5306A,60,1
25339,UD53124,51,0
25340,UD531ED,34,0
25341,UD53285,15,0
25342,UD53505,54,1
25343,UD537F5,42,0
25344,UD5388B,54,1
25345,UD5392B,56,1
25346,UD53AE2,60,1
25347,UD53AF0,56,1
25348,UD53E38,53,1
25349,UD540DC,60,1
25350,UD544B8,55,1
25351,UD54544,47,0
25352,UD54664,60,1
25353,UD54751,60,1
25354,UD54840,33,0
25355,UD548AE,51,0
25356,UD55169,51,0
25357,UD55227,57,1
25358,UD555F6,55,1
25359,UD557E6,60,1
25360,UD5590C,60,1
25361,UD55AD3,60,1
25362,UD55C46,60,1
25363,UD55D89,51,0
25364,UD55DBA,58,1
25365,UD55E1A,58,1
25366,UD55F72,52,1
25367,UD5608F,38,0
25368,UD560FA,13,0
25369,UD56131,51,0
25370,UD563D2,57,1
25371,UD5643E,57,1
25372,UD5649A,59,1
25373,UD56600,55,1
25374,UD5673D,56,1
25375,UD567BF,60,1
25376,UD56C64,59,1
25377,UD570C5,58,1
25378,UD57869,47,0
25379,UD579A5,56,1
25380,UD57CBA,60,1
25381,UD580E2,60,1
25382,UD58358,39,0
25383,UD584BE,60,1
25384,UD58954,60,1
25385,UD5918B,60,1
25386,UD592C6,40,0
25387,UD592C9,40,0
25388,UD59427,35,0
25389,UD59579,51,0
25390,UD59593,52,1
25391,UD59A33,60,1
25392,UD59AD1,56,1
25393,UD59B2D,59,1
25394,UD59B91,31,0
25395,UD59D1A,59,1
25396,UD59D23,59,1
25397,UD59E84,47,0
25398,UD59F9D,51,0
25399,UD59FFE,54,1
25400,UD5A0B1,58,1
25401,UD5A3D3,60,1
25402,UD5A464,39,0
25403,UD5A499,60,1
25404,UD5A6B5,20,0
25405,UD5AAC3,58,1
25406,UD5AAE0,57,1
25407,UD5AB43,45,0
25408,UD5ACB0,52,1
25409,UD5B246,53,1
25410,UD5B3A8,59,1
25411,UD5B4FB,21,0
25412,UD5B5AA,51,0
25413,UD5B5B6,59,1
25414,UD5B806,55,1
25415,UD5B886,56,1
25416,UD5B8FE,56,1
25417,UD5BA80,57,1
25418,UD5BA92,0,0
25419,UD5BABB,60,1
25420,UD5BC38,51,0
25421,UD5BC4E,56,1
25422,UD5BCDB,57,1
25423,UD5BEBE,51,0
25424,UD5BF00,51,0
25425,UD5C13C,34,0
25426,UD5C1E8,54,1
25427,UD5C202,60,1
25428,UD5C526,58,1
25429,UD5C66F,51,0
25430,UD5C885,30,0
25431,UD5C990,60,1
25432,UD5C9AB,60,1
25433,UD5C9F6,57,1
25434,UD5CA70,51,0
25435,UD5CBF4,59,1
25436,UD5CCBC,50,0
25437,UD5CF3D,58,1
25438,UD5D307,51,0
25439,UD5D309,54,1
25440,UD5D538,51,0
25441,UD5D8C0,56,1
25442,UD5DAB0,5,0
25443,UD5DB41,51,0
25444,UD5E18B,60,1
25445,UD5E295,58,1
25446,UD5E314,58,1
25447,UD5E3DD,60,1
25448,UD5E437,43,0
25449,UD5E6AE,60,1
25450,UD5E7C9,28,0
25451,UD5E8A7,51,0
25452,UD5E8E7,4,0
25453,UD5E93F,60,1
25454,UD5E970,59,1
25455,UD5EA0B,54,1
25456,UD5EC03,57,1
25457,UD5EF14,60,1
25458,UD5EF53,58,1
25459,UD5F224,54,1
25460,UD5F331,44,0
25461,UD5F814,52,1
25462,UD5FA1B,60,1
25463,UD5FB97,59,1
25464,UD5FC99,24,0
25465,UD5FE67,57,1
25466,UD5FFFB,53,1
25467,UD6009D,54,1
25468,UD601C0,51,0
25469,UD602FC,56,1
25470,UD604D4,55,1
25471,UD605E9,55,1
25472,UD607E3,50,0
25473,UD60A97,60,1
25474,UD60AA6,57,1
25475,UD60DB1,56,1
25476,UD6122F,60,1
25477,UD613F6,48,0
25478,UD6144F,59,1
25479,UD61677,57,1
25480,UD6188B,60,1
25481,UD6193B,55,1
25482,UD61982,60,1
25483,UD61A00,56,1
25484,UD61C86,60,1
25485,UD61CF9,51,0
25486,UD61E9E,54,1
25487,UD620D6,51,0
25488,UD6240C,59,1
25489,UD6269C,51,0
25490,UD626A7,42,0
25491,UD626D0,60,1
25492,UD62B2A,51,0
25493,UD63063,54,1
25494,UD630B9,60,1
25495,UD63348,51,0
25496,UD63464,60,1
25497,UD63622,44,0
25498,UD637C8,51,0
25499,UD638E3,52,1
25500,UD63BE4,55,1
25501,UD63DAC,58,1
25502,UD63EC7,45,0
25503,UD6400A,51,0
25504,UD64091,53,1
25505,UD640EF,58,1
25506,UD64298,58,1
25507,UD643CF,59,1
25508,UD647C3,59,1
25509,UD648DF,57,1
25510,UD648F0,57,1
25511,UD648FE,60,1
25512,UD64983,60,1
25513,UD64C93,51,0
25514,UD64DC0,50,0
25515,UD64F19,60,1
25516,UD65045,48,0
25517,UD651F1,60,1
25518,UD65263,4,0
25519,UD654C7,57,1
25520,UD6597F,59,1
25521,UD6598F,37,0
25522,UD65A6C,41,0
25523,UD65A9C,60,1
25524,UD65B30,51,0
25525,UD65BC8,60,1
25526,UD6613A,59,1
25527,UD66143,58,1
25528,UD6626F,53,1
25529,UD662CC,59,1
25530,UD66306,45,0
25531,UD66469,51,0
25532,UD664E4,29,0
25533,UD665A5,51,0
25534,UD66938,55,1
25535,UD66BA6,51,0
25536,UD66BD1,60,1
25537,UD66E9A,50,0
25538,UD67155,56,1
25539,UD67175,60,1
25540,UD67489,60,1
25541,UD676D9,56,1
25542,UD67883,60,1
25543,UD67892,54,1
25544,UD678F7,50,0
25545,UD67993,51,0
25546,UD6799E,51,0
25547,UD67C59,60,1
25548,UD67E41,60,1
25549,UD68126,53,1
25550,UD6825D,60,1
25551,UD6828F,59,1
25552,UD682E4,38,0
25553,UD683A5,51,0
25554,UD6872F,58,1
25555,UD687C0,53,1
25556,UD688C7,60,1
25557,UD68A28,60,1
25558,UD68AFF,60,1
25559,UD68DA5,51,0
25560,UD68EBC,37,0
25561,UD6936A,60,1
25562,UD69517,51,0
25563,UD69672,18,0
25564,UD6978B,60,1
25565,UD697D6,58,1
25566,UD6987F,60,1
25567,UD69882,58,1
25568,UD698AC,54,1
25569,UD69BD9,58,1
25570,UD6A312,51,0
25571,UD6A317,51,0
25572,UD6A44C,60,1
25573,UD6A71A,59,1
25574,UD6AAB1,60,1
25575,UD6AD1C,56,1
25576,UD6AD1D,40,0
25577,UD6B339,60,1
25578,UD6B3E0,57,1
25579,UD6B4AC,55,1
25580,UD6B791,59,1
25581,UD6B86B,51,0
25582,UD6B8E8,58,1
25583,UD6BB55,60,1
25584,UD6BBE2,41,0
25585,UD6BC37,60,1
25586,UD6BCB0,31,0
25587,UD6BE39,54,1
25588,UD6BEC3,60,1
25589,UD6C4BD,9,0
25590,UD6C5C3,60,1
25591,UD6C6EE,51,0
25592,UD6C7F6,53,1
25593,UD6CAC8,59,1
25594,UD6CAFA,60,1
25595,UD6CB46,55,1
25596,UD6CB83,54,1
25597,UD6CC58,60,1
25598,UD6CD14,53,1
25599,UD6CFE7,48,0
25600,UD6D0F6,51,0
25601,UD6D10C,48,0
25602,UD6D172,51,0
25603,UD6D1B5,58,1
25604,UD6D272,51,0
25605,UD6D57C,44,0
25606,UD6D5B3,38,0
25607,UD6D6C4,60,1
25608,UD6D83B,58,1
25609,UD6E207,55,1
25610,UD6E2F4,54,1
25611,UD6E56F,56,1
25612,UD6E60E,54,1
25613,UD6ECA8,59,1
25614,UD6ECC5,51,0
25615,UD6ECEC,51,0
25616,UD6ECF4,51,0
25617,UD6ED4D,60,1
25618,UD6EDC3,51,0
25619,UD6EF17,60,1
25620,UD6EF6D,53,1
25621,UD6F07D,59,1
25622,UD6F130,53,1
25623,UD6F478,59,1
25624,UD6F64E,60,1
25625,UD6F691,58,1
25626,UD6F87E,32,0
25627,UD6F906,18,0
25628,UD6FB4D,41,0
25629,UD6FE24,55,1
25630,UD6FF8D,60,1
25631,UD6FFC5,59,1
25632,UD701EC,34,0
25633,UD7022A,60,1
25634,UD707D7,60,1
25635,UD707DB,60,1
25636,UD70835,51,0
25637,UD70890,59,1
25638,UD70BB9,60,1
25639,UD70CE7,51,0
25640,UD70D5D,51,0
25641,UD70EC5,60,1
25642,UD70FE0,50,0
25643,UD71109,57,1
25644,UD711FD,44,0
25645,UD7185F,60,1
25646,UD7187D,48,0
25647,UD71925,51,0
25648,UD719A5,60,1
25649,UD71AE4,54,1
25650,UD71B68,56,1
25651,UD71D61,59,1
25652,UD71DD6,54,1
25653,UD71E1A,53,1
25654,UD71F91,58,1
25655,UD7218F,51,0
25656,UD7256F,44,0
25657,UD72A1C,53,1
25658,UD72B66,56,1
25659,UD72FF9,54,1
25660,UD73069,59,1
25661,UD7318B,44,0
25662,UD73205,57,1
25663,UD733AD,59,1
25664,UD735DA,60,1
25665,UD73C29,60,1
25666,UD73CF0,56,1
25667,UD73D6B,60,1
25668,UD73E48,58,1
25669,UD73F82,60,1
25670,UD74498,60,1
25671,UD74762,38,0
25672,UD74891,60,1
25673,UD749F7,51,0
25674,UD74A44,58,1
25675,UD74C31,60,1
25676,UD74C81,57,1
25677,UD74CAB,60,1
25678,UD75090,51,0
25679,UD756D9,42,0
25680,UD757DF,51,0
25681,UD75816,46,0
25682,UD7605D,53,1
25683,UD763B0,35,0
25684,UD763FF,6,0
25685,UD76547,51,0
25686,UD765D2,57,1
25687,UD76600,60,1
25688,UD76660,52,1
25689,UD76BC2,57,1
25690,UD76C1E,19,0
25691,UD76F95,36,0
25692,UD77233,55,1
25693,UD772A9,50,0
25694,UD77303,51,0
25695,UD77988,49,0
25696,UD7798C,51,0
25697,UD779D7,52,1
25698,UD77AB1,12,0
25699,UD77ACD,60,1
25700,UD77B42,4,0
25701,UD77DB9,56,1
25702,UD78513,43,0
25703,UD7869F,55,1
25704,UD789E8,51,0
25705,UD78A12,59,1
25706,UD78A7A,60,1
25707,UD78D97,53,1
25708,UD78E63,60,1
25709,UD78EFE,57,1
25710,UD790D9,38,0
25711,UD79314,57,1
25712,UD79350,51,0
25713,UD795CE,60,1
25714,UD7990F,60,1
25715,UD79C09,51,0
25716,UD79EFB,56,1
25717,UD7A185,60,1
25718,UD7A64C,51,0
25719,UD7AA3B,60,1
25720,UD7ABC3,16,0
25721,UD7ACD3,47,0
25722,UD7AEC4,57,1
25723,UD7AEDD,29,0
25724,UD7B19F,56,1
25725,UD7B594,49,0
25726,UD7B71B,51,0
25727,UD7B923,59,1
25728,UD7BE01,60,1
25729,UD7BEE6,51,0
25730,UD7BF98,60,1
25731,UD7C03F,51,0
25732,UD7C105,58,1
25733,UD7C34A,44,0
25734,UD7C387,60,1
25735,UD7D0EE,56,1
25736,UD7D4BE,60,1
25737,UD7D4EA,59,1
25738,UD7D518,51,0
25739,UD7D57A,51,0
25740,UD7D692,59,1
25741,UD7DA6C,26,0
25742,UD7DD49,57,1
25743,UD7E061,58,1
25744,UD7E093,51,0
25745,UD7E2FD,58,1
25746,UD7E32B,59,1
25747,UD7E468,57,1
25748,UD7E60F,49,0
25749,UD7E7A4,51,0
25750,UD7E7EC,59,1
25751,UD7E97A,58,1
25752,UD7EB2C,51,0
25753,UD7EBEE,56,1
25754,UD7EBFC,59,1
25755,UD7EC2B,51,0
25756,UD7ED67,45,0
25757,UD7EE03,57,1
25758,UD7EE14,60,1
25759,UD7EE28,22,0
25760,UD7EFB3,58,1
25761,UD7F27D,9,0
25762,UD7F316,60,1
25763,UD7F374,60,1
25764,UD7F383,60,1
25765,UD7F6C1,60,1
25766,UD7F6F8,59,1
25767,UD7F7C8,56,1
25768,UD7FC7E,60,1
25769,UD7FD17,60,1
25770,UD7FD50,60,1
25771,UD7FE2E,50,0
25772,UD7FE94,60,1
25773,UD800BC,59,1
25774,UD802D1,60,1
25775,UD80364,51,0
25776,UD8079C,31,0
25777,UD80878,31,0
25778,UD80EF0,57,1
25779,UD81182,45,0
25780,UD811A1,47,0
25781,UD8131A,57,1
25782,UD8172E,60,1
25783,UD81757,60,1
25784,UD81BAF,60,1
25785,UD81CAB,37,0
25786,UD81D72,56,1
25787,UD81DD5,60,1
25788,UD81ED6,31,0
25789,UD82332,56,1
25790,UD8236E,57,1
25791,UD8250F,60,1
25792,UD82D4C,31,0
25793,UD8304B,60,1
25794,UD8313E,51,0
25795,UD83393,36,0
25796,UD833C3,51,0
25797,UD8378D,59,1
25798,UD837CF,60,1
25799,UD83AB1,51,0
25800,UD83B69,60,1
25801,UD83C27,57,1
25802,UD840B8,54,1
25803,UD84170,21,0
25804,UD84553,59,1
25805,UD8456D,55,1
25806,UD84767,51,0
25807,UD8491C,56,1
25808,UD8493B,60,1
25809,UD84989,52,1
25810,UD84A35,34,0
25811,UD84B0C,60,1
25812,UD85259,51,0
25813,UD854E6,60,1
25814,UD8568D,60,1
25815,UD856ED,58,1
25816,UD85919,48,0
25817,UD85AD9,60,1
25818,UD860AD,60,1
25819,UD8621F,51,0
25820,UD8631D,59,1
25821,UD866C3,55,1
25822,UD866FD,52,1
25823,UD86726,52,1
25824,UD8678A,56,1
25825,UD86834,60,1
25826,UD86BE4,60,1
25827,UD86FD1,59,1
25828,UD870D2,35,0
25829,UD871D0,60,1
25830,UD87455,56,1
25831,UD874CF,43,0
25832,UD875BA,60,1
25833,UD8775A,57,1
25834,UD87827,59,1
25835,UD8797B,59,1
25836,UD879C0,55,1
25837,UD87A7E,51,0
25838,UD87D42,39,0
25839,UD87E8D,52,1
25840,UD88338,57,1
25841,UD88657,51,0
25842,UD8871E,59,1
25843,UD88886,60,1
25844,UD888AE,49,0
25845,UD888DE,60,1
25846,UD889C0,52,1
25847,UD88D3B,59,1
25848,UD88DB7,57,1
25849,UD88F92,51,0
25850,UD890E5,55,1
25851,UD89A0E,58,1
25852,UD89A1D,51,0
25853,UD89B4C,35,0
25854,UD89CA8,59,1
25855,UD89E4C,53,1
25856,UD8A308,31,0
25857,UD8A333,54,1
25858,UD8A774,51,0
25859,UD8A9C8,51,0
25860,UD8AD79,17,0
25861,UD8AE1A,60,1
25862,UD8B07C,36,0
25863,UD8B36A,46,0
25864,UD8B4C1,55,1
25865,UD8B4DE,60,1
25866,UD8B57F,47,0
25867,UD8B6C0,51,0
25868,UD8B943,55,1
25869,UD8B9B4,60,1
25870,UD8BC3E,51,0
25871,UD8BDF5,50,0
25872,UD8C046,58,1
25873,UD8C0D3,53,1
25874,UD8C1A4,60,1
25875,UD8C255,56,1
25876,UD8C63A,31,0
25877,UD8C6D5,60,1
25878,UD8C7AA,51,0
25879,UD8C8DD,41,0
25880,UD8CB46,57,1
25881,UD8CE23,51,0
25882,UD8CF83,48,0
25883,UD8D03B,59,1
25884,UD8D247,49,0
25885,UD8D48F,59,1
25886,UD8D575,58,1
25887,UD8D69D,32,0
25888,UD8D88F,31,0
25889,UD8D8E7,52,1
25890,UD8DABE,60,1
25891,UD8DB23,31,0
25892,UD8DB62,58,1
25893,UD8DC6D,60,1
25894,UD8DD06,59,1
25895,UD8DD07,60,1
25896,UD8DEFF,56,1
25897,UD8E07D,57,1
25898,UD8E2CA,58,1
25899,UD8E3B2,56,1
25900,UD8E50C,52,1
25901,UD8E844,60,1
25902,UD8E8F9,40,0
25903,UD8ECEF,52,1
25904,UD8EE0A,57,1
25905,UD8EE7C,51,0
25906,UD8F038,56,1
25907,UD8FF13,51,0
25908,UD8FFF5,30,0
25909,UD90048,54,1
25910,UD90197,60,1
25911,UD9023E,60,1
25912,UD90279,57,1
25913,UD90408,60,1
25914,UD9074A,56,1
25915,UD908E9,36,0
25916,UD909E7,51,0
25917,UD90A04,56,1
25918,UD90B09,58,1
25919,UD90B15,52,1
25920,UD90B5D,58,1
25921,UD90CF3,54,1
25922,UD90E24,31,0
25923,UD90E6A,60,1
25924,UD90F06,60,1
25925,UD910A2,60,1
25926,UD91246,50,0
25927,UD912D7,36,0
25928,UD912DA,57,1
25929,UD9135A,59,1
25930,UD916C7,41,0
25931,UD917D9,51,0
25932,UD918E8,60,1
25933,UD91A85,51,0
25934,UD91AB4,60,1
25935,UD91D93,51,0
25936,UD91ED0,56,1
25937,UD921CA,52,1
25938,UD9231C,51,0
25939,UD924C2,51,0
25940,UD924E6,5,0
25941,UD92579,51,0
25942,UD925ED,60,1
25943,UD92662,57,1
25944,UD92775,59,1
25945,UD928E3,58,1
25946,UD92998,51,0
25947,UD92C3B,60,1
25948,UD92D2B,55,1
25949,UD92EAC,49,0
25950,UD92EAE,60,1
25951,UD93592,59,1
25952,UD936AF,31,0
25953,UD93819,56,1
25954,UD93925,58,1
25955,UD9392C,60,1
25956,UD93B13,39,0
25957,UD93CEC,55,1
25958,UD93FD7,60,1
25959,UD941B3,60,1
25960,UD94349,15,0
25961,UD94DF3,58,1
25962,UD94E56,19,0
25963,UD94F42,60,1
25964,UD950B7,47,0
25965,UD951A9,59,1
25966,UD95673,60,1
25967,UD956F0,47,0
25968,UD9591F,57,1
25969,UD9597E,60,1
25970,UD95C25,57,1
25971,UD95EFB,43,0
25972,UD9616D,47,0
25973,UD96199,56,1
25974,UD961C8,51,0
25975,UD9632C,57,1
25976,UD963A7,59,1
25977,UD96465,60,1
25978,UD96785,51,0
25979,UD96BA6,51,0
25980,UD96C0C,59,1
25981,UD96C4B,38,0
25982,UD96DB3,48,0
25983,UD96F2C,59,1
25984,UD96F50,56,1
25985,UD97063,59,1
25986,UD9724F,58,1
25987,UD972A8,51,0
25988,UD973B6,22,0
25989,UD97416,51,0
25990,UD97464,56,1
25991,UD97610,58,1
25992,UD976B2,51,0
25993,UD977D6,41,0
25994,UD9790C,28,0
25995,UD97C26,52,1
25996,UD97C5E,41,0
25997,UD98010,54,1
25998,UD98132,51,0
25999,UD9838F,59,1
26000,UD98409,59,1
26001,UD9849B,60,1
26002,UD985FF,50,0
26003,UD98760,51,0
26004,UD98920,55,1
26005,UD98941,51,0
26006,UD98998,58,1
26007,UD989E5,17,0
26008,UD98B31,16,0
26009,UD98E22,56,1
26010,UD98ED5,49,0
26011,UD99081,60,1
26012,UD9917E,53,1
26013,UD9950B,60,1
26014,UD997A2,60,1
26015,UD99935,51,0
26016,UD999EC,60,1
26017,UD99A2F,22,0
26018,UD99B30,56,1
26019,UD99E27,55,1
26020,UD99EB5,56,1
26021,UD99F2A,57,1
26022,UD9A324,58,1
26023,UD9A3AF,52,1
26024,UD9A401,56,1
26025,UD9A5E4,53,1
26026,UD9A8B6,54,1
26027,UD9A9C0,57,1
26028,UD9AA55,51,0
26029,UD9AB3D,51,0
26030,UD9AD1B,18,0
26031,UD9AD3E,51,0
26032,UD9AE63,60,1
26033,UD9AFC4,55,1
26034,UD9B252,60,1
26035,UD9B7D1,56,1
26036,UD9BB43,52,1
26037,UD9BC8F,60,1
26038,UD9BE17,55,1
26039,UD9BE70,52,1
26040,UD9C039,47,0
26041,UD9C1B1,56,1
26042,UD9C2B4,57,1
26043,UD9C305,42,0
26044,UD9C369,56,1
26045,UD9C51D,57,1
26046,UD9C720,60,1
26047,UD9C78E,54,1
26048,UD9C884,59,1
26049,UD9CB77,50,0
26050,UD9CD08,51,0
26051,UD9CDE2,57,1
26052,UD9CEA5,55,1
26053,UD9CEDC,59,1
26054,UD9D207,51,0
26055,UD9D21C,59,1
26056,UD9D23D,56,1
26057,UD9D38A,59,1
26058,UD9D45B,51,0
26059,UD9D8FC,59,1
26060,UD9DAE4,57,1
26061,UD9DC7D,56,1
26062,UD9DE97,46,0
26063,UD9DFCD,55,1
26064,UD9E0D7,28,0
26065,UD9E135,12,0
26066,UD9E2B3,59,1
26067,UD9E3E4,60,1
26068,UD9E5F0,53,1
26069,UD9E622,30,0
26070,UD9E9D2,60,1
26071,UD9EA9A,57,1
26072,UD9EAA6,59,1
26073,UD9EABF,51,0
26074,UD9EBE5,47,0
26075,UD9EC3B,60,1
26076,UD9EFF6,59,1
26077,UD9F376,41,0
26078,UD9F662,51,0
26079,UD9FA3A,51,0
26080,UD9FA9E,60,1
26081,UD9FABD,51,0
26082,UD9FB5B,23,0
26083,UD9FB8A,49,0
26084,UD9FD0F,59,1
26085,UD9FFF2,59,1
26086,UDA0076,59,1
26087,UDA00EA,44,0
26088,UDA013F,51,0
26089,UDA03C9,58,1
26090,UDA05D1,31,0
26091,UDA06E5,51,0
26092,UDA072A,60,1
26093,UDA0A40,34,0
26094,UDA0B3D,60,1
26095,UDA0B88,56,1
26096,UDA0CE8,58,1
26097,UDA0EBD,31,0
26098,UDA0ED2,57,1
26099,UDA0F04,41,0
26100,UDA1040,60,1
26101,UDA10C1,51,0
26102,UDA142A,57,1
26103,UDA17D2,51,0
26104,UDA17DD,60,1
26105,UDA18C5,56,1
26106,UDA18ED,34,0
26107,UDA1F92,53,1
26108,UDA2093,20,0
26109,UDA20F1,55,1
26110,UDA2202,56,1
26111,UDA2586,60,1
26112,UDA262B,51,0
26113,UDA2639,60,1
26114,UDA27C2,51,0
26115,UDA291F,47,0
26116,UDA2937,51,0
26117,UDA295F,58,1
26118,UDA29E4,57,1
26119,UDA2A39,51,0
26120,UDA2A3C,48,0
26121,UDA2A9B,59,1
26122,UDA2BAB,51,0
26123,UDA2F52,51,0
26124,UDA3385,2,0
26125,UDA3892,51,0
26126,UDA38D1,51,0
26127,UDA3BC1,60,1
26128,UDA3BC2,56,1
26129,UDA3ECC,59,1
26130,UDA3F47,50,0
26131,UDA411A,57,1
26132,UDA41E7,60,1
26133,UDA41E9,60,1
26134,UDA44B9,49,0
26135,UDA44F4,59,1
26136,UDA49B5,58,1
26137,UDA4D63,60,1
26138,UDA4EB5,56,1
26139,UDA5558,58,1
26140,UDA5C49,60,1
26141,UDA5D3E,58,1
26142,UDA5D4C,59,1
26143,UDA5D9C,57,1
26144,UDA60A0,56,1
26145,UDA61F6,60,1
26146,UDA6422,49,0
26147,UDA6537,59,1
26148,UDA6685,15,0
26149,UDA66C5,59,1
26150,UDA6B48,56,1
26151,UDA6BF9,57,1
26152,UDA6F1D,58,1
26153,UDA7566,22,0
26154,UDA761B,58,1
26155,UDA76D5,57,1
26156,UDA796C,59,1
26157,UDA7CDE,51,0
26158,UDA7DC2,60,1
26159,UDA7E8F,54,1
26160,UDA7F66,55,1
26161,UDA8022,47,0
26162,UDA803F,60,1
26163,UDA8092,58,1
26164,UDA83D3,60,1
26165,UDA8431,56,1
26166,UDA878A,9,0
26167,UDA888F,60,1
26168,UDA8B07,60,1
26169,UDA8CAB,52,1
26170,UDA8CFC,59,1
26171,UDA8DE0,51,0
26172,UDA8E28,51,0
26173,UDA8F1D,57,1
26174,UDA8F53,32,0
26175,UDA9117,56,1
26176,UDA912F,53,1
26177,UDA94FF,57,1
26178,UDA9918,54,1
26179,UDA9950,51,0
26180,UDA99AC,45,0
26181,UDA9A57,58,1
26182,UDA9D3D,53,1
26183,UDAA903,51,0
26184,UDAAB06,60,1
26185,UDAAB9E,60,1
26186,UDAADD8,53,1
26187,UDAB0C6,60,1
26188,UDAB0FF,60,1
26189,UDAB35B,60,1
26190,UDAB6C6,15,0
26191,UDAB8C0,56,1
26192,UDAB94D,54,1
26193,UDAB9A0,59,1
26194,UDABB01,55,1
26195,UDABB1F,52,1
26196,UDABBDF,45,0
